100
0.000000000000000000e+00 7.880988962700600453e+00
1.224587062086748140e-02 7.876638308582204928e+00
2.449174124173496281e-02 7.870152674473757770e+00
3.673761186260244421e-02 7.860413375949276471e+00
4.898348248346992562e-02 7.847057113805699480e+00
6.122935310433740702e-02 7.829966235248495110e+00
7.347522372520488843e-02 7.809104576659684938e+00
8.572109434607236289e-02 7.784468930483157578e+00
9.796696496693985123e-02 7.756083652963511099e+00
1.102128355878073396e-01 7.724019659975151164e+00
1.224587062086748140e-01 7.688418049732558046e+00
1.347045768295422885e-01 7.649498662027738760e+00
1.469504474504097769e-01 7.607564372922487550e+00
1.591963180712772652e-01 7.563019550838602001e+00
1.714421886921447258e-01 7.516392698516646043e+00
1.836880593130122141e-01 7.468341963471596401e+00
1.959339299338797025e-01 7.419651705469854974e+00
2.081798005547471908e-01 7.371238653628561011e+00
2.204256711756146792e-01 7.324166929974218476e+00
2.326715417964821397e-01 7.279665322774624414e+00
2.449174124173496281e-01 7.239149476523463633e+00
2.571632830382171164e-01 7.204253944075567517e+00
2.694091536590845770e-01 7.176785375627682484e+00
2.816550242799520931e-01 7.158354822411890694e+00
2.939008949008195537e-01 7.149807177046998419e+00
3.061467655216870143e-01 7.150935781201834374e+00
3.183926361425545304e-01 7.160564657002682409e+00
3.306385067634219910e-01 7.176900879347955176e+00
3.428843773842894516e-01 7.198027491311322912e+00
3.551302480051569677e-01 7.222173383668618385e+00
3.673761186260244282e-01 7.247712231905429903e+00
3.796219892468919443e-01 7.273136429982418605e+00
3.918678598677594049e-01 7.297079523930003475e+00
4.041137304886268655e-01 7.318331763848503257e+00
4.163596011094943816e-01 7.335829312714295725e+00
4.286054717303618422e-01 7.348635539741270151e+00
4.408513423512293583e-01 7.355923750183127829e+00
4.530972129720968189e-01 7.356972687137193212e+00
4.653430835929642795e-01 7.351178512533511622e+00
4.775889542138317956e-01 7.338065506243837355e+00
4.898348248346992562e-01 7.317286166872111863e+00
5.020806954555667723e-01 7.288612885367893313e+00
5.143265660764342329e-01 7.251921505481375263e+00
5.265724366973016934e-01 7.207174747380001634e+00
5.388183073181691540e-01 7.154409076467998396e+00
5.510641779390366146e-01 7.093720248173677412e+00
5.633100485599041862e-01 7.025243684150781043e+00
5.755559191807716468e-01 6.949134242558518082e+00
5.878017898016391074e-01 6.865549216122245113e+00
6.000476604225065680e-01 6.774638433158130191e+00
6.122935310433740286e-01 6.676546812502651917e+00
6.245394016642416002e-01 6.571423199807571613e+00
6.367852722851090608e-01 6.459431758568928927e+00
6.490311429059765214e-01 6.340761723548170359e+00
6.612770135268439819e-01 6.215631057680148785e+00
6.735228841477114425e-01 6.084286489803888642e+00
6.857687547685789031e-01 5.947000969307877583e+00
6.980146253894464747e-01 5.804065331424019369e+00
7.102604960103139353e-01 5.655767771628239515e+00
7.225063666311813959e-01 5.502371600260348217e+00
7.347522372520488565e-01 5.344106430591606838e+00
7.469981078729163171e-01 5.181167746526844198e+00
7.592439784937838887e-01 5.013718127127591906e+00
7.714898491146513493e-01 4.841891786377637175e+00
7.837357197355188099e-01 4.665808717843153985e+00
7.959815903563862705e-01 4.485591997672651488e+00
8.082274609772537310e-01 4.301374611542874149e+00
8.204733315981213027e-01 4.113294183058258113e+00
8.327192022189887632e-01 3.921473102378381537e+00
8.449650728398562238e-01 3.725992012542279408e+00
8.572109434607236844e-01 3.526874375793860317e+00
8.694568140815911450e-01 3.324079949702017256e+00
8.817026847024587166e-01 3.117497252153606624e+00
8.939485553233261772e-01 2.906975448196372103e+00
9.061944259441936378e-01 2.692515427211272350e+00
9.184402965650610984e-01 2.474498975363894626e+00
9.306861671859285590e-01 2.253496943018896470e+00
9.429320378067960196e-01 2.029964309115618537e+00
9.551779084276635912e-01 1.805243669958155772e+00
9.674237790485310517e-01 1.582751245377676419e+00
9.796696496693985123e-01 1.363675212372354117e+00
9.919155202902659729e-01 1.139186375453207445e+00
1.004161390911133545e+00 8.959196085937981557e-01
1.016407261532001005e+00 6.363267751429708685e-01
1.028653132152868466e+00 3.873251963616642923e-01
1.040899002773735926e+00 1.871019965952411823e-01
1.053144873394603387e+00 6.354821182280516456e-02
1.065390744015470847e+00 1.352710999326790960e-02
1.077636614636338308e+00 0.000000000000000000e+00
1.089882485257205769e+00 0.000000000000000000e+00
1.102128355878073229e+00 0.000000000000000000e+00
1.114374226498940912e+00 0.000000000000000000e+00
1.126620097119808372e+00 0.000000000000000000e+00
1.138865967740675833e+00 0.000000000000000000e+00
1.151111838361543294e+00 0.000000000000000000e+00
1.163357708982410754e+00 0.000000000000000000e+00
1.175603579603278215e+00 0.000000000000000000e+00
1.187849450224145675e+00 0.000000000000000000e+00
1.200095320845013136e+00 0.000000000000000000e+00
1.212341191465880597e+00 0.000000000000000000e+00
